cartodb_id,the_geom,company,valuation,date_joined,country,industry,address,latitude,longitude,select_investors
80,0101000020E6100000C7F319506F2459406BAC0ECA45762B40,Lazada,1.25,2014-11-30 00:00:00+00,Thailand,eCommerce/Marketplace,"639 Sukhumvit Rd, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",13.7310012,100.569294,"Tengelmann Ventures, Rocket Internet, Summit Partners"
81,0101000020E6100000429EB877E8885EC04C778D4C76B64240,Medallia,1.25,2015-07-21 00:00:00+00,United States,Internet Software & Services,"395 Page Mill Rd #100, Palo Alto, CA 94306",37.4254852,-122.1391887,Sequoia Capital
82,0101000020E610000063096B636C7F52C045323F92ED5E4440,Appnexus,1.2,2014-08-18 00:00:00+00,United States,Adtech,"28 West 23rd Street, New York, 4th Floor NY 10010",40.7416251,-73.9909905,"Khosla Ventures, Technology Crossover Ventures, Tribeca Venture Partners"
83,0101000020E6100000319A95ED438052C09C621FAEE65C4440,Warby Parker,1.2,2015-04-30 00:00:00+00,United States,eCommerce/Marketplace,"6, 161 Ave of the Americas, New York, NY 10013",40.7257898,-74.004146,"BoxGroup, Felicis Ventures, First Round Capital"
84,0101000020E6100000CE2C095053DB2A40E3DF675C38444A40,Auto1 Group,1.2,2015-08-03 00:00:00+00,Germany,eCommerce/Marketplace,"Greifswalder Str. 207, 10405, Berlin, Germany",52.53297,13.42837,"Digital Sky Technologies, Piton Capital, DN Capital"
85,0101000020E610000084656CE8666741404FC939B187144040,Infinidat,1.2,2015-04-29 00:00:00+00,Israel,Hardware,"Akerstein Tower A, 9 Hamenofim Street, Hertzeliya Pituach, 46725 Israel",32.160391,34.807828,TPG Growth
86,0101000020E61000003A4C457419995EC027F73B1405E44240,Okta,1.2,2015-09-08 00:00:00+00,United States,Cybersecurity,"301 Brannan St, San Francisco, CA 94107",37.781405,-122.3921786,"Andreessen Horowitz, Floodgate, Sequoia Capital"
87,0101000020E610000048066FFE159A5EC0D426F33405E44240,Sprinklr,1.17,2015-03-31 00:00:00+00,United States,Internet Software & Services,"5, 965 Mission St, San Francisco, CA 94103",37.7814089,-122.4075924,"Azure Capital Partners, Battery Ventures, Intel Capital"
88,0101000020E6100000FD6838656E995EC0DEAD2CD159E44240,Automattic,1.16,2013-05-27 00:00:00+00,United States,Internet Software & Services,"132 Hawthorne St, San Francisco, CA 94107",37.783991,-122.397363,"Insight Venture Partners, Lowercase Capital, Polaris Partners"
89,0101000020E6100000F8ABB65153995EC089AB144C46E44240,Twilio,1.1,2015-05-04 00:00:00+00,United States,Internet Software & Services,"645 Harrison St, San Francisco, CA 94107",37.7833953,-122.3957104,"Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures"
90,0101000020E610000065DB0EB251465340BB5A9313926D3C40,Shopclues,1.1,2016-01-12 00:00:00+00,India,eCommerce/Marketplace,"Building No. 112, Sector - 44, Sector 45, Gurgaon, Haryana 122001, India",28.4280102,77.0987363,"Nexus Venture Partners, GIC Special Investments, Tiger Global Management"
91,0101000020E6100000FC5580EF36E955C00987DEE2E1F24440,Uptake,1.1,2015-10-27 00:00:00+00,United States,Big Data,"600 W Chicago Ave #775, Chicago, IL 60654",41.8975185,-87.643978,"GreatPoint Ventures, New Enterprise Associates, Caterpillar"
92,0101000020E6100000AF97A608F0865EC065952DED2FB34240,Udacity,1.1,2015-11-11 00:00:00+00,United States,Internet Software & Services,"2465 Latham St, Mountain View, CA 94040",37.3999001,-122.1084005,"Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments"
93,0101000020E61000008187B36C77905EC04DF96B0D00C54240,Proteus Digital Health,1.1,2014-06-02 00:00:00+00,United States,Healthcare,"2600 Bridge Pkwy #101, Redwood City, CA 94065",37.5390641,-122.2572891,"Novartis, Essex Woodlands, The Carlyle Group"
95,0101000020E6100000392174D025835EC091E6D9F687B34240,TangoMe,1.1,2014-03-20 00:00:00+00,United States,Social,"605 Fairchild Dr, Mountain View, CA 94043",37.4025868,-122.049183,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
96,0101000020E61000004C21A177F4995EC0F0CFFBB5ABE44240,Nextdoor,1.1,2015-03-04 00:00:00+00,United States,Social,"760 Market St #300, San Francisco, CA 94102",37.7864902,-122.4055461,"Benchmark Capital, DAG Ventures, Insight Venture Partners"
97,0101000020E6100000415DA45016995EC0F5B814FCDBE34240,Docker,1.07,2015-04-14 00:00:00+00,United States,Internet Software & Services,"144 Townsend St, San Francisco, CA 94107",37.7801509,-122.391987,"Greylock Partners, Lightspeed Venture Partners, Lowercase Capital"
98,0101000020E6100000EB2FBB270FDB2A40C3E7983D1A444A40,Home24,1.03,2015-06-01 00:00:00+00,Germany,eCommerce/Marketplace,"Greifswalder Straße 212-213, Berlin, 10405, Germany",52.5320508,13.42785,"Rocket Internet, JP Morgan Chase & Co."
99,0101000020E61000004469143713855EC09E1C4F159DB24240,23andMe,1.03,2015-07-03 00:00:00+00,United States,Healthcare,"899 W Evelyn Ave, Mountain View, CA 94041",37.3954188,-122.0792978,"Google Ventures, New Enterprise Associates, MPM Capital"
100,0101000020E6100000E3EB7C89421B5D405D0652184A044440,Xuanyixia,1,2015-11-24 00:00:00+00,China,Social,"Ruipu Mansion, Chaoyang, Beijing, China",40.0335112,116.4259361,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures"
102,0101000020E610000094F4D5FAC7E7CCBF718FA50F5DBF4940,Shazam,1,2015-01-20 00:00:00+00,United Kingdom,Mobile Software & Services,"26-28 Hammersmith Grove, London W6, United Kingdom",51.4950275,-0.2258234,"IDG Ventures, Kleiner Perkins Caufield & Byers, Buran Venture Capital"
103,0101000020E6100000CBD24ECDE5295D40DC10E335AF104440,Apus Group,1,2015-01-16 00:00:00+00,China,Mobile Software & Services,"Shunyi, Beijing, China",40.130347,116.654651,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital"
104,0101000020E6100000E9CDA8F92A995EC098295206B3E34240,CloudFlare,1,2012-12-01 00:00:00+00,United States,Cybersecurity,"665 3rd St #200 Townsend St, San Francisco, CA 94107, United States",37.7789009,-122.393248,"New Enterprise Associates, Pelion Venture Partners, Union Square Ventures"
105,0101000020E6100000C0C01836EF995EC0DB04CE0825E44240,Eventbrite,1,2014-03-13 00:00:00+00,United States,eCommerce/Marketplace,"155 5th St, San Francisco, CA 94103",37.7823802,-122.4052253,"Sequoia Capital, SoftTech VC, Tiger Global Management"
106,0101000020E6100000FD2FD7A285995EC089192B7B5CE54240,Lookout,1,2014-08-13 00:00:00+00,United States,Cybersecurity,"1 Front St #2700, San Francisco, CA 94107",37.7918848,-122.3987815,"Accel Partners, Greylock Partners, Lowercase Capital"
107,0101000020E61000008E0F690A53995EC0E1DD808582E44240,AppDynamics,1,2014-07-22 00:00:00+00,United States,Big Data,"303 2nd St, San Francisco, CA 94107",37.7852332,-122.3956934,"Battery Ventures, Kleiner Perkins Caufield & Byers, Institutional Venture Partners"
108,0101000020E6100000745314F93FD1B6BF6CB587BD50C34940,Farfetch,1,2015-03-04 00:00:00+00,United Kingdom,eCommerce/Marketplace,"The Bower 211 Old Street, London, EC1V 9NR",51.5259015,-0.0891304,"Advent Venture Partners, Index Ventures, e.ventures"
109,0101000020E610000067AA7180AAE451C0320EE48F58254540,SimpliVity,1,2015-03-10 00:00:00+00,United States,Big Data,"8 Technology Dr, Westborough, MA 01581",42.2917652,-71.5729066,"Accel Partners, Swisscom Ventures, Meritech Capital Partners"
110,0101000020E610000035BE8AE7C7975EC08289E4D0C7CC4240,Hootsuite,1,2014-09-25 00:00:00+00,Canada,Internet Software & Services,"845 Malcolm Rd, Burlingame, CA 94010",37.5998479,-122.3715762,"Accel Partners, OMERS Ventures, Insight Venture Partners"
111,0101000020E61000009CC58B85A1995EC01464BAC61DE44240,Kabam,1,2014-08-01 00:00:00+00,United States,Gaming,"795 Folsom St #600, San Francisco, CA 94107",37.7821587,-122.4004835,"Intel Capital, Redpoint Ventures, Pinnacle Ventures"
113,0101000020E6100000E4B78DABB61F5D40A273C817FEFC4340,Tujia,1,2015-06-17 00:00:00+00,China,eCommerce/Marketplace,Jiuxianqiao Zhonglu Chaoyang District Beijing 100015,39.9765043,116.4955243,"GGV Capital, QiMing Venture Partnersl"
114,0101000020E6100000AD0D5F7097995EC084D382177DE44240,Razer,1,2014-10-15 00:00:00+00,United States,Hardware,"201 3rd St #900, San Francisco, CA 94103",37.7850675,-122.3998681,"Accel Partners, Intel Capital"
117,0101000020E61000002B5CA0EECD445340205B3BF658733C40,Zomato Media,1,2015-04-10 00:00:00+00,India,Social,"Sector 44 Rd, Sector 44, Gurgaon, Haryana 122003, India",28.4505762,77.0750691,"Sequoia Capital, VY Capital"
118,0101000020E61000004C361E6CB1985DC032E02C25CBF34040,JustFab,1,2014-08-29 00:00:00+00,United States,eCommerce/Marketplace,"800 Apollo St, El Segundo, CA 90245",33.904637,-118.385829,"Matrix Partners, Passport Capital, Rho Ventures"
119,0101000020E61000007DC800F58BEA5BC0C1B865D185264440,Qualtrics,1,2014-09-24 00:00:00+00,United States,Big Data,"400 Qualtrics Dr, Provo, UT 84604",40.3009588,-111.6647923,"Accel Partners, Insight Venture Partners, Sequoia Capital"
120,0101000020E6100000A48AE255D6075E40255CC823B8453E40,Mogujie,1,2014-06-06 00:00:00+00,China,Social,"Tianmushan Road No.338 Unit, Xihu, Hangzhou, Zhejiang, China",30.272341,120.122457,"IDG Capital Partners, QiMing Venture Partners, Banyan Capital"
112,0101000020E6100000B0B8EE9C9C995EC0105D50DF32E64240,Funding Circle,1,2015-04-23 00:00:00+00,United Kingdom,Financial Technology,"747 Front St, San Francisco, CA 94111",37.7984275,-122.4001839,"Accel Partners, Index Ventures, Ribbit Capital"
121,0101000020E6100000B6A8AA2BFA805EC0019DEEE137B04240,Illumio,1,2014-04-14 00:00:00+00,United States,Cybersecurity,"160 San Gabriel Dr, Sunnyvale, CA 94086",37.3767054,-122.0152692,"Data Collective, Formation 8, General Catalyst Partners"
122,0101000020E6100000F7B990FD62F5594034BA83D899C2F53F,GrabTaxi,1.5,2014-12-04 00:00:00+00,Singapore,On-Demand,"MidView City, #01-131/132/142/143, 28 Sin Ming Ln, Singapore 573972",1.36001,103.8341669,"GGV Capital, Vertex Venture Holdings, Softbank Corp."
123,0101000020E6100000D79F692EDC0C5E40A894E87640453E40,BeiBei,1,2015-01-22 00:00:00+00,China,eCommerce/Marketplace,"Junye Minsheng Rd, Jianggan, Hangzhou, Zhejiang, China",30.2705149,120.2009388,"Banyan Capital, New Horizon Capital, IDG Capital Partners"
124,0101000020E61000005DB9DE3653075E40FC1873D712563E40,Panshi,1,2015-05-05 00:00:00+00,China,Adtech,Xiangyuan Rd 45 Gongshu District Hangzhou,30.336225,120.114454,"WI Harper Group, Fang Fund Partners, NewMarging Ventures"
125,0101000020E61000007776436422FA5BC0F8FFCC7BF77D4440,Pluralsight,1,2014-08-27 00:00:00+00,United States,Internet Software & Services,"182 N Union Ave, Farmington, UT 84025",40.9841151,-111.9083491,"Felicis Ventures, Iconiq Capital, Insight Venture Partners"
126,0101000020E6100000569E40D8A93452406DECC84741FE3240,Quikr,1,2015-04-07 00:00:00+00,India,eCommerce/Marketplace,"Office No. 6, 1st Floor, Raghuvanshi Mansion, Senapati Bapat Marg, Near Phoenix Mall, Lower Parel, Gandhi Nagar, Upper Worli, Worli, Mumbai, Maharashtra 400013, India",18.9931836,72.8228665,"Tiger Global Management, Norwest Venture Partners"
